order,ctryname,year,aclpcode,cowcode,cowcode2,qogctycode,qogctylett,qogctyyear,ccdcodelet,ccdcodenum,aclpyear,cowcode2year,cowcodeyear,chgterr,ychgterr,flagc_cowcode2,flage_cowcode2,entryy,exity,cid,wdicode,imf_code,politycode,bankscode,dpicode,uncode,un_region,un_region_name,un_continent,un_continent_name,aclp_region,bornyear,endyear,dupcow,dupwdi,dupun,dupdpi,dupimf,dupbanks,exselec,legselec,closed,dejure,defacto,defacto2,lparty,incumb,type2,collect,nheads,nmil,nhead,npost,ndate,eheads,ageeh,emil,royal,headdiff,ehead,epost,edate,tenure08,comm,ecens08,edeath,flageh,democracy,assconfid,poppreselec,regime,tt,ttd,tta,flagc,flagdem,flagreg,agedem,agereg,stra
4545,Lebanon,2005,167,660,660,422,LBN,4222005,LBN,99,1672005,6602005,6602005,0,0,0,0,1946,2008,660,LBN,446,660,670,LBN,422,145,Western Asia,142,Asia,6,1943,2008,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,1,Emile Geamil Lahoud,president,,0,8,1,0,0,Emile Geamil Lahoud,president,,9,0,1,1,0,0,0,0,4,0,0,0,0,0,0,31,8,1
4546,Lebanon,2006,167,660,660,422,LBN,4222006,LBN,99,1672006,6602006,6602006,0,0,0,0,1946,2008,660,LBN,446,660,670,LBN,422,145,Western Asia,142,Asia,6,1943,2008,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,1,Emile Geamil Lahoud,president,,0,9,1,0,0,Emile Geamil Lahoud,president,,9,0,1,1,0,0,0,0,4,0,0,0,0,0,0,32,9,1
4547,Lebanon,2007,167,660,660,422,LBN,4222007,LBN,99,1672007,6602007,6602007,0,0,0,0,1946,2008,660,LBN,446,660,670,LBN,422,145,Western Asia,142,Asia,6,1943,2008,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,1,0,Fouad Siniora             ,acting president,11.24.07,1,1,0,0,0,Fouad Siniora             ,acting president,11.24.07,1,0,1,1,1,0,0,0,3,0,0,0,0,0,1,33,1,1
4548,Lebanon,2008,167,660,660,422,LBN,4222008,LBN,99,1672008,6602008,6602008,0,0,0,1,1946,2008,660,LBN,446,660,670,LBN,422,145,Western Asia,142,Asia,6,1943,2008,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,1,1,Michel Suleiman          ,president,5.25.08,1,1,1,0,0,Michel Suleiman          ,president,5.25.08,1,0,0,1,1,0,0,0,4,0,0,0,0,0,1,34,1,1
4549,Lesotho,1966,23,570,570,426,LSO,4261966,LSO,105,231966,5701966,5701966,0,0,1,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,6.00.65,0,2,0,0,0,Leabua Jonathan,prime minister,6.00.65,21,0,1,1,1,0,0,0,3,0,0,0,1,1,1,1,1,0
4550,Lesotho,1967,23,570,570,426,LSO,4261967,LSO,105,231967,5701967,5701967,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,3,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,2,2,0
4551,Lesotho,1968,23,570,570,426,LSO,4261968,LSO,105,231968,5701968,5701968,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,4,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,3,3,0
4552,Lesotho,1969,23,570,570,426,LSO,4261969,LSO,105,231969,5701969,5701969,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,5,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,4,4,0
4553,Lesotho,1970,23,570,570,426,LSO,4261970,LSO,105,231970,5701970,5701970,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,0,0,2,2,2,0,1,0,0,0,0,Leabua Jonathan,prime minister,,0,6,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,5,5,0
4554,Lesotho,1971,23,570,570,426,LSO,4261971,LSO,105,231971,5701971,5701971,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,0,0,2,2,2,0,1,0,0,0,0,Leabua Jonathan,prime minister,,0,7,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,6,6,0
4555,Lesotho,1972,23,570,570,426,LSO,4261972,LSO,105,231972,5701972,5701972,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,0,0,2,2,2,0,1,0,0,0,0,Leabua Jonathan,prime minister,,0,8,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,7,7,0
4556,Lesotho,1973,23,570,570,426,LSO,4261973,LSO,105,231973,5701973,5701973,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,9,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,8,8,0
4557,Lesotho,1974,23,570,570,426,LSO,4261974,LSO,105,231974,5701974,5701974,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,10,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,9,9,0
4558,Lesotho,1975,23,570,570,426,LSO,4261975,LSO,105,231975,5701975,5701975,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,11,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,10,10,0
4559,Lesotho,1976,23,570,570,426,LSO,4261976,LSO,105,231976,5701976,5701976,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,12,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,11,11,0
4560,Lesotho,1977,23,570,570,426,LSO,4261977,LSO,105,231977,5701977,5701977,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,13,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,12,12,0
4561,Lesotho,1978,23,570,570,426,LSO,4261978,LSO,105,231978,5701978,5701978,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,14,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,13,13,0
4562,Lesotho,1979,23,570,570,426,LSO,4261979,LSO,105,231979,5701979,5701979,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,15,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,14,14,0
4563,Lesotho,1980,23,570,570,426,LSO,4261980,LSO,105,231980,5701980,5701980,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,16,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,15,15,0
4564,Lesotho,1981,23,570,570,426,LSO,4261981,LSO,105,231981,5701981,5701981,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,17,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,16,16,0
4565,Lesotho,1982,23,570,570,426,LSO,4261982,LSO,105,231982,5701982,5701982,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,18,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,17,17,0
4566,Lesotho,1983,23,570,570,426,LSO,4261983,LSO,105,231983,5701983,5701983,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,2,1,0,0,0,0,Leabua Jonathan,prime minister,,0,19,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,18,18,0
4567,Lesotho,1984,23,570,570,426,LSO,4261984,LSO,105,231984,5701984,5701984,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,0,2,2,2,0,1,0,0,0,0,Leabua Jonathan,prime minister,,0,20,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,19,19,0
4568,Lesotho,1985,23,570,570,426,LSO,4261985,LSO,105,231985,5701985,5701985,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,1,1,2,2,2,1,0,0,0,0,0,Leabua Jonathan,prime minister,,0,21,0,0,0,Leabua Jonathan,prime minister,,21,0,1,1,0,0,0,0,3,0,0,0,0,0,0,20,20,0
4569,Lesotho,1986,23,570,570,426,LSO,4261986,LSO,105,231986,5701986,5701986,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,1,1,Justin Metsino Lekhanya,chairman of Military Council,1.24.86,1,1,1,0,0,Justin Metsino Lekhanya,chairman of Military Council,1.24.86,5,0,1,1,1,0,0,0,4,0,0,0,0,0,1,21,1,0
4570,Lesotho,1987,23,570,570,426,LSO,4261987,LSO,105,231987,5701987,5701987,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,Justin Metsino Lekhanya,chairman of Military Council,,0,2,1,0,0,Justin Metsino Lekhanya,chairman of Military Council,,5,0,1,1,0,0,0,0,4,0,0,0,0,0,0,22,2,0
4571,Lesotho,1988,23,570,570,426,LSO,4261988,LSO,105,231988,5701988,5701988,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,Justin Metsino Lekhanya,chairman of Military Council,,0,3,1,0,0,Justin Metsino Lekhanya,chairman of Military Council,,5,0,1,1,0,0,0,0,4,0,0,0,0,0,0,23,3,0
4572,Lesotho,1989,23,570,570,426,LSO,4261989,LSO,105,231989,5701989,5701989,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,Justin Metsino Lekhanya,chairman of Military Council,,0,4,1,0,0,Justin Metsino Lekhanya,chairman of Military Council,,5,0,1,1,0,0,0,0,4,0,0,0,0,0,0,24,4,0
4573,Lesotho,1990,23,570,570,426,LSO,4261990,LSO,105,231990,5701990,5701990,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,Justin Metsino Lekhanya,chairman of Military Council,,0,5,1,0,0,Justin Metsino Lekhanya,chairman of Military Council,,5,0,1,1,0,0,0,0,4,0,0,0,0,0,0,25,5,0
4574,Lesotho,1991,23,570,570,426,LSO,4261991,LSO,105,231991,5701991,5701991,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,1,1,Elias Phisoana Ramaema,chairman of Military Council,5.02.91,1,1,1,0,0,Elias Phisoana Ramaema,chairman of Military Council,5.02.91,2,0,1,1,1,0,0,0,4,0,0,0,0,0,0,26,6,0
4575,Lesotho,1992,23,570,570,426,LSO,4261992,LSO,105,231992,5701992,5701992,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,0,1,Elias Phisoana Ramaema,chairman of Military Council,,0,2,1,0,0,Elias Phisoana Ramaema,chairman of Military Council,,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,27,7,0
4576,Lesotho,1993,23,570,570,426,LSO,4261993,LSO,105,231993,5701993,5701993,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,1,0,1,0,Ntsu Mokhehle,prime minister,4.02.93,1,1,0,0,0,Ntsu Mokhehle,prime minister,4.02.93,1,0,1,1,1,0,0,0,3,0,0,0,0,0,1,28,1,0
4577,Lesotho,1994,23,570,570,426,LSO,4261994,LSO,105,231994,5701994,5701994,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,1,0,2,0,Ntsu Mokhehle,prime minister,9.14.94,2,1,0,0,0,Ntsu Mokhehle,prime minister,9.14.94,4,0,1,1,0,0,0,0,3,0,0,0,0,0,0,29,2,0
4578,Lesotho,1995,23,570,570,426,LSO,4261995,LSO,105,231995,5701995,5701995,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,1,0,0,0,Ntsu Mokhehle,prime minister,,0,2,0,0,0,Ntsu Mokhehle,prime minister,,4,0,1,1,0,0,0,0,3,0,0,0,0,0,0,30,3,0
4579,Lesotho,1996,23,570,570,426,LSO,4261996,LSO,105,231996,5701996,5701996,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,1,0,0,0,Ntsu Mokhehle,prime minister,,0,3,0,0,0,Ntsu Mokhehle,prime minister,,4,0,1,1,0,0,0,0,3,0,0,0,0,0,0,31,4,0
4580,Lesotho,1997,23,570,570,426,LSO,4261997,LSO,105,231997,5701997,5701997,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,1,0,0,0,Ntsu Mokhehle,prime minister,,0,4,0,0,0,Ntsu Mokhehle,prime minister,,4,0,1,1,0,0,0,0,3,0,0,0,0,0,0,32,5,0
4581,Lesotho,1998,23,570,570,426,LSO,4261998,LSO,105,231998,5701998,5701998,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,1,0,1,0,Pakalitha Mosisili,prime minister,5.29.98,1,1,0,0,0,Pakalitha Mosisili,prime minister,5.29.98,16,0,1,1,1,0,0,0,3,0,0,0,0,0,0,33,6,0
4582,Lesotho,1999,23,570,570,426,LSO,4261999,LSO,105,231999,5701999,5701999,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,1,0,0,0,Pakalitha Mosisili,prime minister,,0,2,0,0,0,Pakalitha Mosisili,prime minister,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,34,7,0
4583,Lesotho,2000,23,570,570,426,LSO,4262000,LSO,105,232000,5702000,5702000,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,1,0,0,0,Pakalitha Mosisili,prime minister,,0,3,0,0,0,Pakalitha Mosisili,prime minister,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,35,8,0
4584,Lesotho,2001,23,570,570,426,LSO,4262001,LSO,105,232001,5702001,5702001,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,1,0,0,0,Pakalitha Mosisili,prime minister,,0,4,0,0,0,Pakalitha Mosisili,prime minister,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,36,9,0
4585,Lesotho,2002,23,570,570,426,LSO,4262002,LSO,105,232002,5702002,5702002,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Pakalitha Mosisili,prime minister,,0,5,0,0,0,Pakalitha Mosisili,prime minister,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,37,10,0
4586,Lesotho,2003,23,570,570,426,LSO,4262003,LSO,105,232003,5702003,5702003,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Pakalitha Mosisili,prime minister,,0,6,0,0,0,Pakalitha Mosisili,prime minister,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,38,11,0
4587,Lesotho,2004,23,570,570,426,LSO,4262004,LSO,105,232004,5702004,5702004,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Pakalitha Mosisili,prime minister,,0,7,0,0,0,Pakalitha Mosisili,prime minister,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,39,12,0
4588,Lesotho,2005,23,570,570,426,LSO,4262005,LSO,105,232005,5702005,5702005,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Pakalitha Mosisili,prime minister,,0,8,0,0,0,Pakalitha Mosisili,prime minister,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,40,13,0
4589,Lesotho,2006,23,570,570,426,LSO,4262006,LSO,105,232006,5702006,5702006,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Pakalitha Mosisili,prime minister,,0,9,0,0,0,Pakalitha Mosisili,prime minister,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,41,14,0
4590,Lesotho,2007,23,570,570,426,LSO,4262007,LSO,105,232007,5702007,5702007,0,0,0,0,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Pakalitha Mosisili,prime minister,,0,10,0,0,0,Pakalitha Mosisili,prime minister,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,42,15,0
4591,Lesotho,2008,23,570,570,426,LSO,4262008,LSO,105,232008,5702008,5702008,0,0,0,1,1966,2008,570,LSO,666,570,680,LSO,426,18,Southern Africa,2,Africa,1,1966,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Pakalitha Mosisili,prime minister,,0,11,0,0,0,Pakalitha Mosisili,prime minister,,16,0,0,1,0,0,0,0,3,0,0,0,0,0,0,43,16,0
4592,Liberia,1946,24,450,450,430,LBR,4301946,LBR,100,241946,4501946,4501946,0,0,1,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,1.00.44,0,3,0,0,0,William Tubman,president,1.00.44,27,0,1,1,1,0,0,0,3,0,0,0,1,1,1,77,1,0
4593,Liberia,1947,24,450,450,430,LBR,4301947,LBR,100,241947,4501947,4501947,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,4,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,78,2,0
4594,Liberia,1948,24,450,450,430,LBR,4301948,LBR,100,241948,4501948,4501948,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,5,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,79,3,0
4595,Liberia,1949,24,450,450,430,LBR,4301949,LBR,100,241949,4501949,4501949,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,6,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,80,4,0
4596,Liberia,1950,24,450,450,430,LBR,4301950,LBR,100,241950,4501950,4501950,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,7,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,81,5,0
4597,Liberia,1951,24,450,450,430,LBR,4301951,LBR,100,241951,4501951,4501951,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,8,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,82,6,0
4598,Liberia,1952,24,450,450,430,LBR,4301952,LBR,100,241952,4501952,4501952,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,9,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,83,7,0
4599,Liberia,1953,24,450,450,430,LBR,4301953,LBR,100,241953,4501953,4501953,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,10,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,84,8,0
4600,Liberia,1954,24,450,450,430,LBR,4301954,LBR,100,241954,4501954,4501954,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,11,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,85,9,0
4601,Liberia,1955,24,450,450,430,LBR,4301955,LBR,100,241955,4501955,4501955,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,12,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,86,10,0
4602,Liberia,1956,24,450,450,430,LBR,4301956,LBR,100,241956,4501956,4501956,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,13,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,87,11,0
4603,Liberia,1957,24,450,450,430,LBR,4301957,LBR,100,241957,4501957,4501957,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,14,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,88,12,0
4604,Liberia,1958,24,450,450,430,LBR,4301958,LBR,100,241958,4501958,4501958,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,15,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,89,13,0
4605,Liberia,1959,24,450,450,430,LBR,4301959,LBR,100,241959,4501959,4501959,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,16,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,90,14,0
4606,Liberia,1960,24,450,450,430,LBR,4301960,LBR,100,241960,4501960,4501960,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,17,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,91,15,0
4607,Liberia,1961,24,450,450,430,LBR,4301961,LBR,100,241961,4501961,4501961,0,0,0,0,1946,2008,450,LBR,668,450,690,LBR,430,11,Western Africa,2,Africa,1,1920,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,William Tubman,president,,0,18,0,0,0,William Tubman,president,,27,0,1,1,0,0,0,0,3,0,0,0,0,0,0,92,16,0
