ID,STATE,REG_PARTY,REG_START,REG_END,ELITE_NAME,ELITE_FEMALE,ELITE_OCCUPATION,ELITE_BIRTHDATE,ELITE_DEATHDATE,ELITE_REENTER,ELITE_REEXIT,ELITE_RETENURE,ELITE_EXITTYPE,ELITE_EXITFATE
201,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Eltz-RÅbenach, Paul Freiherr von",M,Architect,1875,1943,1933,1937,4,Resignation,No Punishment
202,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Frank, Hans",M,Party funtionary,1900,1946,1934,1945,10,Demotion,No Punishment
203,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Frank, Karl-Hermann",M,Party funtionary,1898,1946,1942,1945,2,Demotion,No Punishment
204,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Frick, Wilhelm",M,Police administrator,1877,1946,1933,1945,12,Demotion,No Punishment
205,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Funk, Walther",M,Financial journalist,1890,1960,1938,1945,7,Demotion,No Punishment
206,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Giesler, Paul",M,Architect,1895,1945,1945,1945,0,Demotion,No Punishment
207,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Goebbels, Joseph",M,Party funtionary,1897,1945,1933,1945,12,Death - suicide,na
208,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Gîring, Hermann",M,Soldier,1893,1946,1933,1945,12,Expulsion,No Punishment
209,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Greim, Robert Ritter von",M,Soldier,1892,1945,1945,1945,0,Demotion,No Punishment
210,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"GÅrtner, Franz",M,Jurist,1881,1941,1933,1941,8,Death - natural,na
211,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Hanke, Karl",M,Miller,1903,1945,1945,1945,0,Demotion,No Punishment
212,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Hess, Rudolf",M,Party funtionary,1894,1987,1933,1941,7,Expulsion,No Punishment
213,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Hierl, Konstantin",M,Soldier,1875,1955,1943,1945,1,Demotion,No Punishment
214,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Himmler, Heinrich",M,Party funtionary,1900,1945,1943,1945,1,Expulsion,No Punishment
215,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Hitler, Adolf",M,Party funtionary,1889,1945,1933,1945,12,Death - suicide,na
216,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Hugenberg, Alfred",M,Businessperson,1865,1951,1933,1933,0,Resignation,No Punishment
217,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Hupfauer, Theo",M,Jurist,1906,1993,1945,1945,0,Demotion,No Punishment
218,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Keitel, Wilhelm",M,Soldier,1882,1946,1938,1945,7,Demotion,No Punishment
219,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Kerrl, Hanns",M,Civil servant,1887,1941,1934,1941,7,Death- natural,na
220,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Lammers, Hans",M,Civil servant,1879,1962,1937,1945,7,Expulsion,No Punishment
221,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Ley, Robert",M,Private-sector chemist,1890,1945,1945,1945,0,Regime Change,na
222,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Meissner, Otto",M,Civil servant,1880,1953,1937,1945,7,Demotion,No Punishment
223,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Muhs, Hermann",M,Jurist,1894,1962,1941,1945,3,Demotion,No Punishment
224,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Naumann, Werner",M,Party funtionary,1909,1982,1945,1945,0,Demotion,No Punishment
225,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Neurath, Constantin Freiherr von",M,Diplomat,1873,1956,1933,1938,5,Demotion,No Punishment
226,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Ohnesorge, Wilhelm",M,Postal official,1872,1962,1937,1945,8,Demotion,No Punishment
227,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Papen, Franz von",M,Soldier,1879,1969,1933,1934,1,Resignation,No Punishment
228,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Ribbentrop, Joachim von",M,Businessperson,1893,1946,1938,1945,7,Demotion,No Punishment
229,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Rîhm, Ernst",M,Party funtionary,1887,1934,1933,1934,0,Expulsion,Execution
230,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Rosenberg, Alfred",M,Newspaper editor,1893,1946,1941,1945,3,Demotion,No Punishment
231,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Rust, Bernhard",M,Teacher,1883,1945,1934,1945,11,Death - suicide,na
232,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Saur, Karl",M,Businessperson,1902,1966,1945,1945,0,Regime Change,na
233,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Schacht, Hjalmar",M,Banker,1877,1970,1934,1943,8,Expulsion,Incarceration
234,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Scheel, Gustav Adolf",M,Party funtionary,1907,1979,1945,1945,0,Demotion,No Punishment
235,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Schlegelberger, Franz",M,Judge,1876,1970,1941,1942,1,Resignation,No Punishment
236,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Schmitt, Kurt",M,Insurance economist,1886,1950,1933,1934,1,Demotion,No Punishment
237,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Schîrner, Ferdinand",M,Soldier,1892,1945,1945,1945,0,Demotion,No Punishment
238,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Schwerin von Krosigk, Lutz Graf",M,Civil servant,1887,1977,1932,1945,12,Regime Change,na
239,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Seldte, Franz",M,Businessperson,1882,1947,1933,1945,12,Demotion,No Punishment
240,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Seldte, Franz",M,Businessperson,1882,1947,1945,1945,0,Regime Change,na
241,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Seyss-Inquart, Arthur",M,Jurist,1892,1946,1939,1945,6,Demotion,No Punishment
242,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Speer, Albert",M,Party funtionary,1905,1981,1942,1945,3,Regime Change,na
243,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Stuckart, Wilhelm",M,Jurist,1902,1953,1945,1945,0,Regime Change,na
244,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Thierack, Otto Georg",M,Public prosecutor,1889,1946,1942,1945,2,Regime Change,na
245,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Todt, Fritz",M,Civil engineer,1891,1942,1940,1942,1,Death - accidental,na
246,Grenada,New Jewel Movement (NJM),1979,1983,"Austin, Hudson",M,Soldier,1938,na,1979,1983,4,Regime Change,na
247,Grenada,New Jewel Movement (NJM),1979,1983,"Bishop, Maurice",M,Lawyer,1944,1983,1979,1983,4,Expulsion,Execution
248,Grenada,New Jewel Movement (NJM),1979,1983,"Coard, Winston Bernard",M,Teacher,1945,na,1979,1982,3,Resignation,OK
249,Grenada,New Jewel Movement (NJM),1979,1983,"Layne, Ewart Joseph ""Headache""",M,Teacher,1958,na,1982,1983,1,Regime Change,na
250,Grenada,New Jewel Movement (NJM),1979,1983,"Louison, George Edward Bhadaise",M,Teacher,1951,2003,1983,1983,0,Expulsion,Incarceration
251,Grenada,New Jewel Movement (NJM),1979,1983,"Radix, Kenrick ""Dix""",M,Lawyer,1941,na,1979,1982,3,Resignation,OK
252,Grenada,New Jewel Movement (NJM),1979,1983,"Strachan, Selwyn ""Sello""",M,Business clerk,1947,na,1982,1983,1,Regime Change,na
253,Grenada,New Jewel Movement (NJM),1979,1983,"Ventour, John ""Chalkie""",M,Trade unionist,na,na,1982,1983,1,Regime Change,na
254,Grenada,New Jewel Movement (NJM),1979,1983,"Whiteman, HnaEna Unison ""Uni""",M,Teacher,1939,1983,1979,1983,4,Resignation,No Punishment
255,Hungary,MKP MSzMP,1947,1990,"?cs, Lajos",M,Party functionary,1922,1968,1953,1956,3,Demotion,No Punishment
256,Hungary,MKP MSzMP,1947,1990,"AczÇl, Gyîrgy",M,Actor,1917,1991,1970,1988,17,Demotion,No Punishment
257,Hungary,MKP MSzMP,1947,1990,"Ajtai, Mikl¢s",M,Chemist,1914,1982,1962,1970,8,Demotion,No Punishment
258,Hungary,MKP MSzMP,1947,1990,"Apr¢, Antal",M,House painter,1913,1994,1947,1953,6,Demotion,No Punishment
259,Hungary,MKP MSzMP,1947,1990,"Apr¢, Antal",M,House painter,1913,1994,1953,1956,3,Demotion,No Punishment
260,Hungary,MKP MSzMP,1947,1990,"Apr¢, Antal",M,House painter,1913,1994,1957,1980,22,Resignation,No Punishment
261,Hungary,MKP MSzMP,1947,1990,"Bata, Istv†n",M,Tram conductor,1910,1982,1951,1956,5,Expulsion,No Punishment
262,Hungary,MKP MSzMP,1947,1990,"Benke, ValÇria",F,Teacher,1920,2009,1951,1956,5,Demotion,No Punishment
263,Hungary,MKP MSzMP,1947,1990,"Benke, ValÇria",F,Teacher,1920,2009,1970,1985,14,Demotion,No Punishment
264,Hungary,MKP MSzMP,1947,1990,"Berecz, J†nos",M,Party functionary,1930,na,1987,1989,1,Resignation,No Punishment
265,Hungary,MKP MSzMP,1947,1990,"Biszku, BÇla",M,Metalworker,1921,2016,1957,1980,22,Resignation,No Punishment
266,Hungary,MKP MSzMP,1947,1990,"Bruty¢, J†nos",M,Carpenter,1911,1987,1962,1966,4,Resignation,No Punishment
267,Hungary,MKP MSzMP,1947,1990,"Bruty¢, J†nos",M,Carpenter,1911,1987,1982,1987,4,Resignation,No Punishment
268,Hungary,MKP MSzMP,1947,1990,"Cseh†k, Judit",F,Physician,1940,na,1987,1989,2,Resignation,No Punishment
269,Hungary,MKP MSzMP,1947,1990,"Cseterki, Lajos",M,Teacher,1921,1983,1962,1966,4,Demotion,No Punishment
270,Hungary,MKP MSzMP,1947,1990,"Czinege, Lajos",M,Teacher,1924,1998,1961,1970,9,Demotion,No Punishment
271,Hungary,MKP MSzMP,1947,1990,"DÇnes, Istv†n",M,na,1923,2005,1951,1953,2,Demotion,No Punishment
272,Hungary,MKP MSzMP,1947,1990,"Farkas, Mih†ly",M,Party functionary,1904,1965,1947,1953,6,Demotion,No Punishment
273,Hungary,MKP MSzMP,1947,1990,"Farkas, Mih†ly",M,Party functionary,1904,1965,1953,1955,1,Expulsion,Incarceration
274,Hungary,MKP MSzMP,1947,1990,"FehÇr, Lajos",M,Journalist,1917,1981,1957,1975,17,Demotion,No Punishment
275,Hungary,MKP MSzMP,1947,1990,"Fock, Jenî",M,Factory worker,1916,2001,1957,1980,22,Resignation,No Punishment
276,Hungary,MKP MSzMP,1947,1990,"Foldv†ri, Rudolf",M,Fitter,1921,na,1953,1954,0,Demotion,No Punishment
277,Hungary,MKP MSzMP,1947,1990,"G†sp†r, S†ndor",M,Mechanic,1917,2002,1956,1956,0,Expulsion,No Punishment
278,Hungary,MKP MSzMP,1947,1990,"G†sp†r, S†ndor",M,Mechanic,1917,2002,1959,1988,28,Demotion,No Punishment
279,Hungary,MKP MSzMP,1947,1990,"Gerî, Ernî",M,Party functionary,1898,1980,1947,1956,9,Resignation,No Punishment
280,Hungary,MKP MSzMP,1947,1990,"Gr¢sz, K†roly",M,Party functionary,1930,1996,1985,1989,4,Regime Change,na
281,Hungary,MKP MSzMP,1947,1990,"H†mori, Csaba",M,University professor,1948,na,1985,1989,4,Regime Change,na
282,Hungary,MKP MSzMP,1947,1990,"Harusty†k, J¢zsef",M,Carriage driver,1894,1970,1948,1953,5,Demotion,No Punishment
283,Hungary,MKP MSzMP,1947,1990,"Havasi, Ferenc",M,Construction worker,1929,1993,1980,1988,8,Resignation,No Punishment
284,Hungary,MKP MSzMP,1947,1990,"H†zi, ?rp†d",M,Tailor,1908,1970,1951,1953,1,Demotion,No Punishment
285,Hungary,MKP MSzMP,1947,1990,"HegedÅs, Andr†s",M,Sociologist,1922,1999,1951,1956,5,Expulsion,No Punishment
286,Hungary,MKP MSzMP,1947,1990,"Hidas, Istv†n",M,Ironworker,1918,2002,1951,1956,5,Demotion,No Punishment
287,Hungary,MKP MSzMP,1947,1990,"Horv†th, M†rton",M,Newspaper editor,1906,1987,1947,1953,6,Demotion,No Punishment
288,Hungary,MKP MSzMP,1947,1990,"Husz†r, Istv†n",M,University professor,1927,2010,1975,1980,4,Demotion,No Punishment
289,Hungary,MKP MSzMP,1947,1990,"Ilku, P†l",M,Teacher,1912,1973,1962,1970,8,Demotion,No Punishment
290,Hungary,MKP MSzMP,1947,1990,"Iv†nyi, P†l",M,Research engineer,1942,na,1988,1989,1,Regime Change,na
291,Hungary,MKP MSzMP,1947,1990,"Jass¢, Mih†ly",M,Teacher,1936,na,1989,1989,0,Regime Change,na
292,Hungary,MKP MSzMP,1947,1990,"K†d†r, J†nos",M,Typewriter mechanic,1912,1989,1947,1951,4,Expulsion,Incarceration
293,Hungary,MKP MSzMP,1947,1990,"K†d†r, J†nos",M,Typewriter mechanic,1912,1989,1956,1956,0,Demotion,No Punishment
294,Hungary,MKP MSzMP,1947,1990,"K†d†r, J†nos",M,Typewriter mechanic,1912,1989,1957,1988,30,Resignation,No Punishment
295,Hungary,MKP MSzMP,1947,1990,"K†llai, Gyula",M,Journalist,1910,1996,1956,1956,0,Expulsion,No Punishment
296,Hungary,MKP MSzMP,1947,1990,"K†llai, Gyula",M,Journalist,1910,1996,1957,1975,17,Resignation,No Punishment
297,Hungary,MKP MSzMP,1947,1990,"Kiss, K†roly",M,Leatherworker,1903,1983,1951,1953,2,Expulsion,No Punishment
298,Hungary,MKP MSzMP,1947,1990,"Kiss, K†roly",M,Leatherworker,1903,1983,1956,1956,0,Demotion,No Punishment
299,Hungary,MKP MSzMP,1947,1990,"Kiss, K†roly",M,Leatherworker,1903,1983,1957,1962,5,Resignation,No Punishment
300,Hungary,MKP MSzMP,1947,1990,"Kîbîl, J¢zsef",M,Carpenter,1909,2000,1956,1956,0,Expulsion,No Punishment
301,Hungary,MKP MSzMP,1947,1990,"Kom¢csin, Zolt†n",M,Shop manager,1923,1974,1959,1974,14,Death,na
302,Hungary,MKP MSzMP,1947,1990,"Korom, Mih†ly",M,Jurist,1927,1993,1980,1985,5,Resignation,No Punishment
303,Hungary,MKP MSzMP,1947,1990,"Kossa, Istv†n",M,Tram conductor,1904,1965,1947,1950,3,Demotion,No Punishment
304,Hungary,MKP MSzMP,1947,1990,"Kov†cs, Istv†n",M,Upholsterer,1911,2011,1947,1953,6,Demotion,No Punishment
305,Hungary,MKP MSzMP,1947,1990,"Kov†cs, Istv†n",M,Upholsterer,1911,2011,1955,1956,1,Demotion,No Punishment
306,Hungary,MKP MSzMP,1947,1990,"Krist¢f, Istv†n",M,Shoemaker,1912,1979,1951,1954,3,Demotion,No Punishment
307,Hungary,MKP MSzMP,1947,1990,"L†z†r, Gyîrgy",M,Draftsman,1924,2014,1975,1988,13,Demotion,No Punishment
308,Hungary,MKP MSzMP,1947,1990,"Losonczy, GÇza",M,Journalist,1917,1957,1956,1956,0,Expulsion,Incarceration
309,Hungary,MKP MSzMP,1947,1990,"Losonczi, P†l",M,Agronomist,1919,2005,1975,1987,11,Resignation,No Punishment
310,Hungary,MKP MSzMP,1947,1990,"Luk†cs, Gyîrgy",M,Philosopher,1885,1971,1956,1956,0,Expulsion,Incarceration
311,Hungary,MKP MSzMP,1947,1990,"Luk†cs, J†nos",M,Mason,1935,na,1988,1989,0,Resignation,No Punishment
312,Hungary,MKP MSzMP,1947,1990,"Maros†n, Gyîrgy",M,Baker,1908,1992,1948,1950,2,Expulsion,Incarceration
313,Hungary,MKP MSzMP,1947,1990,"Maros†n, Gyîrgy",M,Baker,1908,1992,1956,1956,0,Demotion,No Punishment
314,Hungary,MKP MSzMP,1947,1990,"Maros†n, Gyîrgy",M,Baker,1908,1992,1957,1962,5,Expulsion,No Punishment
315,Hungary,MKP MSzMP,1947,1990,"Mar¢thy, L†szl¢",M,Party functionary,1942,na,1975,1988,13,Demotion,No Punishment
316,Hungary,MKP MSzMP,1947,1990,"MÇhes, Lajos",M,Party functionary,1927,2002,1980,1985,5,Resignation,No Punishment
317,Hungary,MKP MSzMP,1947,1990,"Mekis, J¢zsef",M,Metal lathe operator,1910,1984,1954,1956,2,Demotion,No Punishment
318,Hungary,MKP MSzMP,1947,1990,"MÅnnich, Ferenc",M,Lawyer,1886,1967,1957,1966,9,Resignation,No Punishment
319,Hungary,MKP MSzMP,1947,1990,"Nagy, Imre",M,Clerk,1896,1958,1951,1955,4,Expulsion,No Punishment
320,Hungary,MKP MSzMP,1947,1990,"Nagy, Imre",M,Clerk,1896,1958,1956,1956,0,Expulsion,Execution
321,Hungary,MKP MSzMP,1947,1990,"Nemes, Dezsî",M,Upholsterer,1908,1985,1957,1980,22,Demotion,No Punishment
322,Hungary,MKP MSzMP,1947,1990,"NÇmeth, K†roly",M,Butcher,1922,2008,1966,1988,21,Demotion,No Punishment
323,Hungary,MKP MSzMP,1947,1990,"NÇmeth, Mikl¢s",M,Economist,1948,na,1988,1989,1,Regime Change,na
324,Hungary,MKP MSzMP,1947,1990,"Nyers, Rezsî",M,Printer,1923,2018,1966,1975,8,Resignation,No Punishment
325,Hungary,MKP MSzMP,1947,1990,"Nyers, Rezsî",M,Printer,1923,2018,1988,1989,1,Regime Change,na
326,Hungary,MKP MSzMP,1947,1990,"Ov†ri, Mikl¢s",M,Teacher,1925,2003,1975,1988,13,Demotion,No Punishment
327,Hungary,MKP MSzMP,1947,1990,"Piros, L†szl¢",M,Butcher,1917,2006,1950,1953,3,Demotion,No Punishment
328,Hungary,MKP MSzMP,1947,1990,"Piros, L†szl¢",M,Butcher,1917,2006,1955,1956,1,Demotion,No Punishment
329,Hungary,MKP MSzMP,1947,1990,"Pozsgay, Imre",M,Party functionary,1933,2016,1988,1989,1,Regime Change,na
330,Hungary,MKP MSzMP,1947,1990,"Rajk, L†szl¢",M,Building worker,1909,1949,1947,1949,2,Expulsion,Execution
331,Hungary,MKP MSzMP,1947,1990,"Rakosi, M†ty†s",M,Party functionary,1892,1971,1947,1956,9,Resignation,No Punishment
332,Hungary,MKP MSzMP,1947,1990,"RÇvai, J¢zsef",M,Newspaper editor,1898,1959,1947,1953,6,Demotion,No Punishment
333,Hungary,MKP MSzMP,1947,1990,"RÇvai, J¢zsef",M,Newspaper editor,1898,1959,1956,1956,0,Demotion,na
334,Hungary,MKP MSzMP,1947,1990,"R¢nai, S†ndor",M,Construction worker,1892,1965,1947,1953,6,Demotion,No Punishment
335,Hungary,MKP MSzMP,1947,1990,"R¢nai, S†ndor",M,Construction worker,1892,1965,1956,1956,0,Expulsion,No Punishment
336,Hungary,MKP MSzMP,1947,1990,"R¢nai, S†ndor",M,Construction worker,1892,1965,1957,1965,8,Death,na
337,Hungary,MKP MSzMP,1947,1990,"Sarl¢s, Istv†n",M,Journalist,1921,2006,1975,1987,12,Resignation,No Punishment
338,Hungary,MKP MSzMP,1947,1990,"Somogyi, Milk¢s",M,Construction worker,1896,1980,1957,1966,9,Resignation,No Punishment
339,Hungary,MKP MSzMP,1947,1990,"Szab¢, Istv†n",M,Agronomist,1924,na,1985,1989,4,Resignation,No Punishment
340,Hungary,MKP MSzMP,1947,1990,"Szali, BÇla",M,Accountant,1922,2008,1953,1956,3,Demotion,No Punishment
341,Hungary,MKP MSzMP,1947,1990,"Sz†nt¢, Zolt†n",M,Carpenter,1893,1977,1956,1956,0,Expulsion,Incarceration
342,Hungary,MKP MSzMP,1947,1990,"Szirmai, Istv†n",M,Clerk,1906,1969,1959,1969,9,Death,na
343,Hungary,MKP MSzMP,1947,1990,"Szobek, Andr†s",M,Construction worker,1894,1986,1947,1948,1,Demotion,No Punishment
344,Hungary,MKP MSzMP,1947,1990,"Tatai, Ilona",F,Chemist,1935,na,1988,1989,1,Regime Change,na
345,Hungary,MKP MSzMP,1947,1990,"Vajda, Imre",M,Clerk,1900,1969,1948,1950,2,Expulsion,Incarceration
346,Hungary,MKP MSzMP,1947,1990,"Vas, Zolt†n",M,Party functionary,1903,1983,1948,1953,4,Demotion,No Punishment
347,Hungary,MKP MSzMP,1947,1990,"Vastagh, P†l",M,Jurist,1946,na,1989,1989,0,Regime Change,na
348,Hungary,MKP MSzMP,1947,1990,"Zîld, S†ndor",M,Physician,1913,1951,1950,1951,0,Death,na
349,Hungary,MKP MSzMP,1947,1990,"Zsofinyecz, Mih†ly",M,Iron foundry worker,1906,1986,1950,1954,4,Demotion,No Punishment
350,Laos,Lao People's Revolutionary Party (LPRP),1975,,Asang Laoly,M,Soldier,1941,na,1996,2016,19,Resignation,No Punishment
351,Laos,Lao People's Revolutionary Party (LPRP),1975,,Bouasone Bouphavanh,M,Party Functionary,1954,na,2001,2011,10,Demotion,No Punishment
352,Laos,Lao People's Revolutionary Party (LPRP),1975,,"Boungnang, Vorachit",M,Soldier,1937,na,1996,na,0,na,na
353,Laos,Lao People's Revolutionary Party (LPRP),1975,,Bounpone Bouttanavong,M,Party Functionary,1955,na,2011,2016,4,Resignation,No Punishment
354,Laos,Lao People's Revolutionary Party (LPRP),1975,,Bounthong Chitmany,M,Party Functionary,1949,na,2011,na,0,na,na
355,Laos,Lao People's Revolutionary Party (LPRP),1975,,Chansamone Chanyalath,M,Party Functionary,1946,na,2016,na,0,na,na
356,Laos,Lao People's Revolutionary Party (LPRP),1975,,Chansy Phosikham,M,Teacher,1948,na,2016,na,0,na,na
357,Laos,Lao People's Revolutionary Party (LPRP),1975,,Choummaly Sayasone,M,Soldier,1936,na,1986,2016,29,Resignation,No Punishment
358,Laos,Lao People's Revolutionary Party (LPRP),1975,,Douangchay Phichit,M,Soldier,1944,2014,2001,2014,13,Death,na
359,Laos,Lao People's Revolutionary Party (LPRP),1975,,Kaysone Phomvihan,M,Party Functionary,1920,1992,1975,1992,16,Death,na
360,Laos,Lao People's Revolutionary Party (LPRP),1975,,Khamphan Phommathat,M,Party Functionary,1955,na,2016,na,0,na,na
361,Laos,Lao People's Revolutionary Party (LPRP),1975,,Khamphoui Keoboualapha,M,Party Functionary,1930,na,1991,1996,4,Demotion,No Punishment
362,Laos,Lao People's Revolutionary Party (LPRP),1975,,Khamtay Siephandone,M,Postal Worker,1924,na,1975,2006,30,Resignation,No Punishment
363,Laos,Lao People's Revolutionary Party (LPRP),1975,,Maichantan Sengmani,M,Soldier,1920,1999,1986,1996,9,Resignation,No Punishment
364,Laos,Lao People's Revolutionary Party (LPRP),1975,,Nouhak Phoumsavan,M,Truck Driver,1910,2008,1975,1996,20,Resignation,No Punishment
365,Laos,Lao People's Revolutionary Party (LPRP),1975,,Osakanh Thammatheva,M,Party Functionary,1936,2004,1996,2004,8,Death,na
366,Laos,Lao People's Revolutionary Party (LPRP),1975,,Oudom Khattigna,M,Soldier,1930,1999,1986,1999,13,Death,na
367,Laos,Lao People's Revolutionary Party (LPRP),1975,,Pany Yathothu,F,Bank Administrator,1951,na,2006,na,0,na,na
368,Laos,Lao People's Revolutionary Party (LPRP),1975,,Phankham Viphavanh,M,Lecturer,1951,na,2011,na,0,na,na
369,Laos,Lao People's Revolutionary Party (LPRP),1975,,Phoumi Vongvichit,M,Civil Administrator,1909,1994,1975,1991,15,Resignation,No Punishment
370,Laos,Lao People's Revolutionary Party (LPRP),1975,,Phoun Sipraseuth,M,Civil Servant,1920,1994,1975,1994,19,Death,na
371,Laos,Lao People's Revolutionary Party (LPRP),1975,,Sali Vongkhamxao,M,Teacher,1925,1991,1986,1991,4,Death,na
372,Laos,Lao People's Revolutionary Party (LPRP),1975,,Samane Viyakhet,M,Party Functionary,1927,2016,1986,2016,29,Resignation,No Punishment
373,Laos,Lao People's Revolutionary Party (LPRP),1975,,Saysomphone Phomvihant,M,Party Functionary,1954,na,2016,na,0,na,na
374,Laos,Lao People's Revolutionary Party (LPRP),1975,,Sinlavong Khoutphaythoune,M,Party Functionary,1953,na,2016,na,0,na,na
375,Laos,Lao People's Revolutionary Party (LPRP),1975,,Sisavath Keobounphanh,M,Party Functionary,1928,na,1986,1991,4,Demotion,No Punishment
376,Laos,Lao People's Revolutionary Party (LPRP),1975,,Sisavath Keobounphanh,M,Party Functionary,1928,na,1996,2011,15,Resignation,No Punishment
377,Laos,Lao People's Revolutionary Party (LPRP),1975,,Sisomphone Lovansai,M,Soldier,1916,1993,1975,1991,15,Resignation,No Punishment
378,Laos,Lao People's Revolutionary Party (LPRP),1975,,Somlat Chanthamat,M,na,1934,1993,1991,1993,2,Death,na
379,Laos,Lao People's Revolutionary Party (LPRP),1975,,Somsavat Lengsavad,M,Party Functionary,1945,na,2006,2016,9,Resignation,No Punishment
380,Laos,Lao People's Revolutionary Party (LPRP),1975,,Sonesay Siphandone,M,Party Functionary,1966,na,2016,na,0,na,na
381,Laos,Lao People's Revolutionary Party (LPRP),1975,,Souphanouvong,M,Civil Engineer,1909,1995,1975,1991,15,Resignation,No Punishment
382,Laos,Lao People's Revolutionary Party (LPRP),1975,,Thongloun Sisoulith,M,Lecturer,1945,na,2001,na,0,na,na
383,Laos,Lao People's Revolutionary Party (LPRP),1975,,Thongsing Thammavong,M,Teacher,1944,na,1991,2016,24,Resignation,No Punishment
384,Libya,Revolutionary Command Council,1969,1977,"Gaddafi, Captna Muammar",M,Soldier,1942,2011,1969,1977,7,Ruling Institution Change,N/A
385,Libya,Revolutionary Command Council,1969,1977,"Hamza, Awad Ali",M,Soldier,1943,na,1969,1975,5,Expulsion,Incarceration
386,Libya,Revolutionary Command Council,1969,1977,"Hawadi, Captna Bashir Saghir",M,Soldier,1944,na,1969,1975,5,Expulsion,Incarceration
387,Libya,Revolutionary Command Council,1969,1977,"Hemeidi, Kweildi",M,Soldier,1944,na,1969,1977,7,Ruling Institution Change,N/A
388,Libya,Revolutionary Command Council,1969,1977,"Houni, Abdel Menin",M,Soldier,1944,na,1969,1975,5,Expulsion,Exile
389,Libya,Revolutionary Command Council,1969,1977,"Jabr, Abu Bakr Yunnis",M,Soldier,1942,2011,1969,1977,7,Ruling Institution Change,N/A
390,Libya,Revolutionary Command Council,1969,1977,"Jalloud, Captna Abdel Salaam",M,Soldier,1944,na,1969,1977,7,Ruling Institution Change,N/A
391,Libya,Revolutionary Command Council,1969,1977,"Kharuubi, Majna Mustafa",M,Soldier,1944,na,1969,1977,7,Ruling Institution Change,N/A
392,Libya,Revolutionary Command Council,1969,1977,"Maqaryif, Captna Imhammad Abu Bakr",M,Soldier,1940,1972,1969,1972,2,Death - Automobile accident,N/A
393,Libya,Revolutionary Command Council,1969,1977,"Muhayshi, 1Ltna Umar Abdullah",M,Soldier,1946,1983,1969,1975,5,Expulsion,Exile
394,Libya,Revolutionary Command Council,1969,1977,"Najm, Majna Muhammad",M,Soldier,1942,na,1969,1975,5,Expulsion,OK
395,Libya,Revolutionary Command Council,1969,1977,"Al-Qarawi, Mukhtar Abdullah",M,Soldier,1944,na,1969,1975,5,Expulsion,Exile
396,Niger,Supreme Council for the Restoration of Democracy (CSRD),2010,2011,"Djibo, LTG Salou",M,Artillery officer,1965,na,2010,2011,1,Regime Change,na
397,Niger,Supreme Council for the Restoration of Democracy (CSRD),2010,2011,"Hamidou, COL Djibrilla Hima",M,Army commander,na,na,2010,2011,1,Regime Change,na
398,Niger,Supreme Council for the Restoration of Democracy (CSRD),2010,2011,"Harouna, COL Amadoou",M,Armor commander,na,na,2010,2011,1,Regime Change,na
